State (FIPS Code),County of current residence,Census Tract,Geographic Identifier,Area Name,Tribal Tract,Median Family Income (In 2021 Inflation Adjusted Dollars),Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races,Civilian Population 16 to 19 Years:,"Civilian Population 16 to 19 Years: Not High School Graduate, Not Enrolled (Dropped Out)","Civilian Population 16 to 19 Years: High School Graduate, or Enrolled (In School)",Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under .50,Population for Whom Poverty Status Is Determined: .50 to .74,Population for Whom Poverty Status Is Determined: .75 to .99,Population for Whom Poverty Status Is Determined: 1.00 to 1.49,Population for Whom Poverty Status Is Determined: 1.50 to 1.99,Population for Whom Poverty Status Is Determined: 2.00 and Over,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty,Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level
Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_GEOID,Geo_NAME,Geo_BTTR,SE_A14010_001,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A12003_001,SE_A12003_002,SE_A12003_003,SE_A13004_001,SE_A13004_002,SE_A13004_003,SE_A13004_004,SE_A13004_005,SE_A13004_006,SE_A13004_007,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003
17,031,823801,14000US17031823801,Census Tract 8238.01,,134936,5508,5508,4407,165,0,509,0,258,169,5508,5110,4338,165,0,509,0,8,90,398,69,0,0,0,0,250,79,264,47,217,5494,264,80,37,247,80,4786,1039,52,987
17,031,823803,14000US17031823803,Census Tract 8238.03,,107361,7321,7321,6785,222,0,191,0,6,117,7321,6577,6164,222,0,191,0,0,0,744,621,0,0,0,0,6,117,400,0,400,7192,125,703,220,355,146,5643,1538,330,1208
17,031,823805,14000US17031823805,Census Tract 8238.05,,73522,3197,3197,2703,72,0,61,0,0,361,3197,2760,2584,72,0,61,0,0,43,437,119,0,0,0,0,0,318,59,0,59,3174,63,52,37,278,495,2249,510,0,510
17,031,823806,14000US17031823806,Census Tract 8238.06,,71700,4192,4192,3380,142,0,295,0,136,239,4192,3663,3023,142,0,295,0,0,203,529,357,0,0,0,0,136,36,133,23,110,4192,145,163,191,411,475,2807,603,118,485
17,031,823901,14000US17031823901,Census Tract 8239.01,,124219,4020,4020,3417,112,0,62,0,214,215,4020,3785,3371,112,0,62,0,47,193,235,46,0,0,0,0,167,22,184,20,164,3919,17,12,32,400,237,3221,716,0,716
17,031,823903,14000US17031823903,Census Tract 8239.03,,124631,4606,4606,4293,120,0,0,0,46,147,4606,4275,4105,120,0,0,0,0,50,331,188,0,0,0,0,46,97,150,0,150,4391,0,0,205,282,93,3811,910,59,851
17,031,823904,14000US17031823904,Census Tract 8239.04,,124226,3951,3951,3644,2,37,19,0,7,242,3951,3720,3627,2,37,19,0,0,35,231,17,0,0,0,0,7,207,175,0,175,3951,52,101,33,202,141,3422,711,59,652
17,031,824003,14000US17031824003,Census Tract 8240.03,,125365,6146,6146,5550,7,0,104,0,14,471,6146,5385,5182,7,0,104,0,0,92,761,368,0,0,0,0,14,379,308,0,308,6009,162,160,83,138,446,5020,1560,108,1452
17,031,824004,14000US17031824004,Census Tract 8240.04,,129375,4955,4955,4551,223,50,131,0,0,0,4955,4822,4468,223,0,131,0,0,0,133,83,0,50,0,0,0,0,175,0,175,4769,210,29,49,297,526,3658,792,98,694
17,031,824005,14000US17031824005,Census Tract 8240.05,,143920,5601,5601,5312,32,4,119,0,77,57,5601,5388,5176,32,4,119,0,0,57,213,136,0,0,0,0,77,0,372,0,372,5601,74,31,48,77,53,5318,1328,34,1294
17,031,824006,14000US17031824006,Census Tract 8240.06,,161250,5856,5856,5329,19,0,203,0,10,295,5856,5543,5187,19,0,203,0,0,134,313,142,0,0,0,0,10,161,360,0,360,5856,84,129,16,0,132,5495,1629,92,1537
17,031,824105,14000US17031824105,Census Tract 8241.05,,120925,7269,7269,6034,99,0,593,0,60,483,7269,6702,5888,99,0,593,0,0,122,567,146,0,0,0,0,60,361,335,0,335,7269,44,26,0,476,267,6456,1818,0,1818
17,031,824106,14000US17031824106,Census Tract 8241.06,,105198,6613,6613,6080,207,0,214,0,108,4,6613,6097,5732,151,0,214,0,0,0,516,348,56,0,0,0,108,4,346,0,346,6613,273,467,13,395,484,4981,1498,261,1237
17,031,824107,14000US17031824107,Census Tract 8241.07,,105331,7515,7515,5993,392,0,107,0,43,980,7515,5763,5264,392,0,107,0,0,0,1752,729,0,0,0,0,43,980,562,0,562,7515,118,60,270,360,445,6262,1827,102,1725
17,031,824113,14000US17031824113,Census Tract 8241.13,,115585,6678,6678,5588,116,0,206,23,444,301,6678,6010,5262,116,0,206,23,202,201,668,326,0,0,0,0,242,100,290,0,290,6626,109,34,226,300,288,5669,1652,139,1513
17,031,824114,14000US17031824114,Census Tract 8241.14,,144306,5161,5161,4020,166,0,835,0,0,140,5161,4965,3903,166,0,835,0,0,61,196,117,0,0,0,0,0,79,266,0,266,5161,40,160,53,67,250,4591,1087,24,1063
17,031,824115,14000US17031824115,Census Tract 8241.15,,97269,4001,4001,3534,89,0,309,0,10,59,4001,3788,3377,79,0,309,0,0,23,213,157,10,0,0,0,10,36,93,0,93,3807,24,62,52,167,157,3345,775,13,762
17,031,824116,14000US17031824116,Census Tract 8241.16,,81362,5576,5576,4228,547,0,423,0,91,287,5576,4469,3495,517,0,423,0,0,34,1107,733,30,0,0,0,91,253,275,0,275,5576,93,222,130,325,615,4191,1332,105,1227
17,031,824119,14000US17031824119,Census Tract 8241.19,,115547,5393,5393,4737,176,0,186,0,193,101,5393,5045,4598,176,0,186,0,0,85,348,139,0,0,0,0,193,16,471,8,463,5393,29,15,0,309,158,4882,747,0,747
17,031,824121,14000US17031824121,Census Tract 8241.21,,93079,3170,3170,2861,36,0,49,145,25,54,3170,2856,2606,36,0,49,145,0,20,314,255,0,0,0,0,25,34,59,0,59,3150,168,9,80,139,230,2524,604,76,528
17,031,824122,14000US17031824122,Census Tract 8241.22,,122672,6203,6203,5409,245,0,178,0,59,312,6203,5682,5142,215,0,178,0,0,147,521,267,30,0,0,0,59,165,277,0,277,6203,35,223,78,94,49,5724,1257,81,1176
17,031,824123,14000US17031824123,Census Tract 8241.23,,96705,7417,7417,6040,261,0,179,0,114,823,7417,6271,5744,261,0,179,0,0,87,1146,296,0,0,0,0,114,736,356,0,356,7357,253,59,70,70,237,6668,1834,106,1728
17,031,824124,14000US17031824124,Census Tract 8241.24,,98750,2815,2815,1766,499,0,194,0,73,283,2815,2489,1727,499,0,194,0,0,69,326,39,0,0,0,0,73,214,139,0,139,2771,19,286,137,53,1,2275,750,194,556
17,031,824125,14000US17031824125,Census Tract 8241.25,,122917,4559,4559,4145,81,0,131,0,51,151,4559,3920,3748,41,0,131,0,0,0,639,397,40,0,0,0,51,151,130,0,130,4548,0,181,34,148,814,3371,753,117,636
17,031,824126,14000US17031824126,Census Tract 8241.26,,161215,5566,5566,5220,0,0,259,0,32,55,5566,5271,5012,0,0,259,0,0,0,295,208,0,0,0,0,32,55,201,0,201,5566,22,0,32,84,93,5335,1187,17,1170
17,031,824127,14000US17031824127,Census Tract 8241.27,,141696,3926,3926,3486,68,0,85,0,235,52,3926,3495,3256,68,0,85,0,34,52,431,230,0,0,0,0,201,0,152,0,152,3926,46,39,14,345,40,3442,954,18,936
17,031,824128,14000US17031824128,Census Tract 8241.28,,111607,4566,4566,4280,166,0,14,0,22,84,4566,4471,4242,166,0,14,0,0,49,95,38,0,0,0,0,22,35,384,0,384,4566,99,38,176,50,182,4021,810,96,714
17,031,824129,14000US17031824129,Census Tract 8241.29,,111184,4038,4038,3692,114,0,80,0,9,143,4038,3914,3692,108,0,80,0,9,25,124,0,6,0,0,0,0,118,163,12,151,3864,104,299,0,18,59,3384,704,139,565
17,031,824300,14000US17031824300,Census Tract 8243,,57067,4956,4956,385,4450,3,22,0,87,9,4956,4811,311,4450,0,22,0,28,0,145,74,0,3,0,0,59,9,80,0,80,4830,1022,146,594,398,442,2228,1071,456,615
17,031,824400,14000US17031824400,Census Tract 8244,,69375,1840,1840,1277,401,0,23,0,48,91,1840,1574,1129,387,0,23,0,0,35,266,148,14,0,0,0,48,56,98,1,97,1540,50,29,133,87,88,1153,232,64,168
17,031,824503,14000US17031824503,Census Tract 8245.03,,86212,5974,5974,5085,314,0,136,24,168,247,5974,5311,4742,314,0,136,0,0,119,663,343,0,0,0,24,168,128,202,0,202,5974,334,24,0,329,773,4514,1157,44,1113
17,031,824505,14000US17031824505,Census Tract 8245.05,,67217,6846,6846,4822,312,0,822,0,109,781,6846,5614,4243,312,0,822,0,0,237,1232,579,0,0,0,0,109,544,460,24,436,6824,179,61,26,166,416,5976,1490,0,1490
17,031,824507,14000US17031824507,Census Tract 8245.07,,84890,3801,3801,3205,152,0,73,0,237,134,3801,3328,2958,152,0,73,0,48,97,473,247,0,0,0,0,189,37,151,0,151,3801,115,102,148,296,146,2994,809,119,690
17,031,824508,14000US17031824508,Census Tract 8245.08,,89286,3104,3104,2638,192,0,32,0,56,186,3104,2908,2616,174,0,32,0,0,86,196,22,18,0,0,0,56,100,20,20,0,3104,129,32,14,16,242,2671,371,33,338
17,031,824509,14000US17031824509,Census Tract 8245.09,,109920,5089,5089,4467,267,0,138,0,206,11,5089,4700,4295,267,0,138,0,0,0,389,172,0,0,0,0,206,11,211,21,190,5079,56,11,53,154,196,4609,1352,0,1352
17,031,824601,14000US17031824601,Census Tract 8246.01,,88945,4239,4239,3600,176,0,62,0,237,164,4239,3632,3274,176,0,62,0,0,120,607,326,0,0,0,0,237,44,210,0,210,4228,106,0,14,354,563,3191,999,0,999
17,031,824602,14000US17031824602,Census Tract 8246.02,,79956,6233,6233,4789,383,0,237,0,121,703,6233,4723,3937,383,0,237,0,0,166,1510,852,0,0,0,0,121,537,210,0,210,6233,398,1,66,400,394,4974,1388,272,1116
17,031,824701,14000US17031824701,Census Tract 8247.01,,78214,3635,3635,2543,364,0,40,0,304,384,3635,2505,1882,364,0,40,0,0,219,1130,661,0,0,0,0,304,165,234,0,234,3598,428,42,6,178,466,2478,872,153,719
17,031,824702,14000US17031824702,Census Tract 8247.02,,78287,5458,5458,3301,470,0,0,0,1161,526,5458,3262,2261,454,0,0,0,165,382,2196,1040,16,0,0,0,996,144,268,29,239,5370,634,299,83,335,232,3787,1280,301,979
17,031,824800,14000US17031824800,Census Tract 8248,,57193,7575,7575,3610,1639,137,158,0,1710,321,7575,2727,948,1639,0,140,0,0,0,4848,2662,0,137,18,0,1710,321,793,0,793,7519,349,144,75,1083,1546,4322,2075,177,1898
17,031,824900,14000US17031824900,Census Tract 8249,,48304,3071,3071,1167,1765,30,0,0,80,29,3071,2716,934,1765,0,0,0,0,17,355,233,0,30,0,0,80,12,134,0,134,2973,196,301,132,482,411,1451,831,314,517
17,031,825000,14000US17031825000,Census Tract 8250,,80074,4578,4578,3055,369,0,454,0,433,267,4578,3921,2835,369,0,454,0,98,165,657,220,0,0,0,0,335,102,145,1,144,4567,57,11,84,245,685,3485,765,1,764
17,031,825200,14000US17031825200,Census Tract 8252,,82955,2066,2066,1228,306,18,116,0,298,100,2066,1330,876,306,18,116,0,0,14,736,352,0,0,0,0,298,86,75,0,75,2050,32,31,142,48,269,1528,406,52,354
17,031,825302,14000US17031825302,Census Tract 8253.02,,125625,5714,5714,4314,726,0,220,0,271,183,5714,4936,3906,708,0,220,0,0,102,778,408,18,0,0,0,271,81,438,0,438,5714,53,120,42,136,190,5173,1289,0,1289
17,031,825303,14000US17031825303,Census Tract 8253.03,,69836,4123,4123,3301,337,11,32,0,133,309,4123,3295,2859,337,11,32,0,0,56,828,442,0,0,0,0,133,253,152,0,152,4123,369,35,41,269,300,3109,924,139,785
17,031,825304,14000US17031825304,Census Tract 8253.04,,102404,4363,4363,3793,13,0,158,0,175,224,4363,3547,3348,13,0,158,0,0,28,816,445,0,0,0,0,175,196,213,0,213,4363,231,7,76,253,101,3695,659,119,540
17,031,825400,14000US17031825400,Census Tract 8254,,103255,5554,5554,3862,374,0,278,0,627,413,5554,4558,3797,374,0,278,0,22,87,996,65,0,0,0,0,605,326,146,0,146,5554,464,14,9,316,310,4441,925,212,713
17,031,825501,14000US17031825501,Census Tract 8255.01,,65644,5565,5565,375,5096,54,39,0,0,1,5565,5525,375,5096,54,0,0,0,0,40,0,0,0,39,0,0,1,157,0,157,5565,311,174,261,1116,442,3261,1427,257,1170
17,031,825503,14000US17031825503,Census Tract 8255.03,,76750,6966,6966,711,5854,0,83,0,75,243,6966,6886,709,5854,0,83,0,75,165,80,2,0,0,0,0,0,78,594,103,491,6948,1153,47,186,626,758,4178,2505,725,1780
17,031,825504,14000US17031825504,Census Tract 8255.04,,97375,3362,3362,303,3023,0,0,0,8,28,3362,3180,190,2962,0,0,0,0,28,182,113,61,0,0,0,8,0,262,0,262,3332,72,1,2,361,391,2505,686,41,645
17,031,825505,14000US17031825505,Census Tract 8255.05,,78953,5582,5582,347,4853,0,248,0,0,134,5582,5507,347,4853,0,248,0,0,59,75,0,0,0,0,0,0,75,545,0,545,5447,351,194,154,504,758,3486,1203,225,978
17,031,825600,14000US17031825600,Census Tract 8256,,51818,5301,5301,698,3803,0,41,0,538,221,5301,4354,490,3791,0,41,0,0,32,947,208,12,0,0,0,538,189,333,0,333,5291,614,33,376,659,1155,2454,1542,461,1081
17,031,825700,14000US17031825700,Census Tract 8257,,52344,4085,4085,876,2594,4,16,0,521,74,4085,3114,486,2584,0,10,0,0,34,971,390,10,4,6,0,521,40,291,11,280,3810,229,46,168,538,438,2391,952,156,796
17,031,825801,14000US17031825801,Census Tract 8258.01,,51081,3933,3933,185,3548,0,6,0,8,186,3933,3828,88,3548,0,6,0,0,186,105,97,0,0,0,0,8,0,305,15,290,3933,214,718,223,366,245,2167,1103,442,661
17,031,825802,14000US17031825802,Census Tract 8258.02,,62224,7029,7029,439,6352,25,41,0,0,172,7029,6512,94,6352,25,41,0,0,0,517,345,0,0,0,0,0,172,252,0,252,6969,875,56,266,529,741,4502,1902,615,1287
17,031,825803,14000US17031825803,Census Tract 8258.03,,75066,5300,5300,444,4738,0,0,0,89,29,5300,5038,271,4738,0,0,0,0,29,262,173,0,0,0,0,89,0,365,55,310,5237,179,75,402,527,633,3421,821,110,711
17,031,825900,14000US17031825900,Census Tract 8259,,54375,3567,3567,484,2559,0,0,0,481,43,3567,2827,286,2520,0,0,0,0,21,740,198,39,0,0,0,481,22,172,0,172,3567,777,233,0,749,154,1654,1069,543,526
17,031,826000,14000US17031826000,Census Tract 8260,,59280,2789,2789,1330,834,0,0,0,488,137,2789,1366,475,834,0,0,0,0,57,1423,855,0,0,0,0,488,80,177,0,177,2789,406,78,172,408,272,1453,801,216,585
17,031,826100,14000US17031826100,Census Tract 8261,,62589,5159,5159,1630,3194,0,0,0,323,12,5159,3880,674,3194,0,0,0,0,12,1279,956,0,0,0,0,323,0,261,0,261,5159,262,558,0,763,454,3122,1127,387,740
17,031,826201,14000US17031826201,Census Tract 8262.01,,77604,3583,3583,438,2809,0,0,0,260,76,3583,3240,418,2797,0,0,0,0,25,343,20,12,0,0,0,260,51,123,0,123,3389,181,123,148,193,205,2539,261,31,230
17,031,826202,14000US17031826202,Census Tract 8262.02,,39344,5622,5622,1218,3919,0,32,18,380,55,5622,4520,514,3919,0,32,0,0,55,1102,704,0,0,0,18,380,0,327,0,327,5622,750,314,787,544,471,2756,2091,961,1130
17,031,826301,14000US17031826301,Census Tract 8263.01,,66140,4364,4364,369,3756,0,14,0,186,39,4364,4071,149,3756,0,14,0,113,39,293,220,0,0,0,0,73,0,231,0,231,4364,148,161,36,543,468,3008,948,112,836
17,031,826303,14000US17031826303,Census Tract 8263.03,,60750,3835,3835,208,3562,0,0,0,61,4,3835,3742,193,3545,0,0,0,0,4,93,15,17,0,0,0,61,0,248,50,198,3835,287,17,7,799,275,2450,930,164,766
17,031,826304,14000US17031826304,Census Tract 8263.04,,36933,2931,2931,179,2600,0,0,0,0,152,2931,2931,179,2600,0,0,0,0,152,0,0,0,0,0,0,0,0,42,0,42,2842,411,115,141,535,310,1330,632,315,317
17,031,826401,14000US17031826401,Census Tract 8264.01,,61932,3745,3745,76,3562,11,13,0,74,9,3745,3642,47,3562,11,13,0,0,9,103,29,0,0,0,0,74,0,269,0,269,3557,485,74,127,455,367,2049,881,187,694
17,031,826402,14000US17031826402,Census Tract 8264.02,,58881,4711,4711,285,4225,0,6,0,28,167,4711,4602,176,4225,0,6,0,28,167,109,109,0,0,0,0,0,0,237,0,237,4631,554,332,18,811,342,2574,1019,322,697
17,031,826500,14000US17031826500,Census Tract 8265,,48990,5608,5608,320,5136,0,21,0,0,131,5608,5575,303,5129,0,21,0,0,122,33,17,7,0,0,0,0,9,420,65,355,5608,920,304,395,521,701,2767,1407,822,585
17,031,826600,14000US17031826600,Census Tract 8266,,41719,5027,5027,403,4091,0,0,0,0,533,5027,4162,71,4091,0,0,0,0,0,865,332,0,0,0,0,0,533,294,34,260,5027,921,320,185,823,847,1931,1730,658,1072
17,031,826700,14000US17031826700,Census Tract 8267,,45669,4420,4420,222,4183,12,3,0,0,0,4420,4343,198,4130,12,3,0,0,0,77,24,53,0,0,0,0,0,238,1,237,4410,716,398,279,629,451,1937,1106,548,558
17,031,826800,14000US17031826800,Census Tract 8268,,53022,5029,5029,1832,1546,38,0,0,893,720,5029,2451,575,1521,0,0,0,0,355,2578,1257,25,38,0,0,893,365,491,16,475,5029,137,707,365,542,633,2645,1450,515,935
17,031,826901,14000US17031826901,Census Tract 8269.01,,31000,1734,1734,242,1306,0,0,0,0,186,1734,1418,60,1295,0,0,0,0,63,316,182,11,0,0,0,0,123,120,6,114,1734,407,86,63,343,188,647,387,252,135
17,031,826902,14000US17031826902,Census Tract 8269.02,,32469,1445,1445,209,1236,0,0,0,0,0,1445,1240,27,1213,0,0,0,0,0,205,182,23,0,0,0,0,0,148,0,148,1445,285,307,53,158,107,535,415,234,181
17,031,827000,14000US17031827000,Census Tract 8270,,44430,3660,3660,86,3485,0,0,0,20,69,3660,3579,25,3485,0,0,0,0,69,81,61,0,0,0,0,20,0,315,0,315,3660,202,148,766,586,202,1756,674,395,279
17,031,827100,14000US17031827100,Census Tract 8271,,52528,2061,2061,234,1570,0,136,0,6,115,2061,1860,39,1570,0,136,0,0,115,201,195,0,0,0,0,6,0,147,0,147,2061,302,216,121,388,120,914,379,145,234
17,031,827200,14000US17031827200,Census Tract 8272,,79432,3536,3536,1019,2271,0,0,0,102,144,3536,2573,255,2261,0,0,0,43,14,963,764,10,0,0,0,59,130,123,0,123,3524,332,183,118,378,396,2117,818,149,669
17,031,827300,14000US17031827300,Census Tract 8273,,37679,2339,2339,281,1628,0,132,0,182,116,2339,2010,110,1621,0,132,0,50,97,329,171,7,0,0,0,132,19,185,0,185,2331,536,85,177,294,264,975,706,310,396
17,031,827400,14000US17031827400,Census Tract 8274,,,2859,2859,182,2231,0,0,0,205,241,2859,2351,101,2231,0,0,0,0,19,508,81,0,0,0,0,205,222,97,0,97,2661,393,249,54,472,777,716,620,290,330
17,031,827500,14000US17031827500,Census Tract 8275,,58447,4456,4456,958,1852,0,12,0,927,707,4456,2181,252,1852,0,12,0,25,40,2275,706,0,0,0,0,902,667,291,38,253,4456,217,483,368,552,364,2472,1286,449,837
17,031,827600,14000US17031827600,Census Tract 8276,,44118,2956,2956,20,2840,24,0,0,15,57,2956,2941,20,2840,24,0,0,0,57,15,0,0,0,0,0,15,0,151,0,151,2900,405,186,139,738,254,1178,963,304,659
17,031,827700,14000US17031827700,Census Tract 8277,,58875,2603,2603,374,2007,0,2,0,33,187,2603,2283,268,1944,0,2,0,0,69,320,106,63,0,0,0,33,118,281,0,281,2590,257,322,118,224,102,1567,858,417,441
17,031,827801,14000US17031827801,Census Tract 8278.01,,72232,5070,5070,1087,3704,0,79,0,144,56,5070,4916,1077,3704,0,79,0,0,56,154,10,0,0,0,0,144,0,355,0,355,4814,348,586,14,135,693,3038,1143,525,618
17,031,827802,14000US17031827802,Census Tract 8278.02,,99185,3093,3093,271,2628,0,6,0,156,32,3093,2854,181,2628,0,6,0,7,32,239,90,0,0,0,0,149,0,219,4,215,3070,296,87,0,161,106,2420,703,125,578
17,031,827804,14000US17031827804,Census Tract 8278.04,,96250,3174,3174,388,2564,0,0,0,123,99,3174,2961,367,2425,0,0,0,70,99,213,21,139,0,0,0,53,0,275,0,275,3174,116,141,127,177,163,2450,805,160,645
17,031,827805,14000US17031827805,Census Tract 8278.05,,109531,2767,2767,276,2407,0,0,0,0,84,2767,2721,230,2407,0,0,0,0,84,46,46,0,0,0,0,0,0,74,0,74,2767,284,20,107,51,398,1907,580,184,396
17,031,827901,14000US17031827901,Census Tract 8279.01,,109926,2121,2121,173,1836,0,11,0,26,75,2121,2113,173,1836,0,11,0,26,67,8,0,0,0,0,0,0,8,89,0,89,1931,52,51,139,72,36,1581,359,72,287
17,031,827902,14000US17031827902,Census Tract 8279.02,,53652,4232,4232,1154,1983,87,524,0,175,309,4232,3290,705,1944,0,524,0,11,106,942,449,39,87,0,0,164,203,267,11,256,4224,407,180,26,888,90,2633,1108,162,946
17,031,828000,14000US17031828000,Census Tract 8280,,79631,5292,5292,2479,2139,26,51,0,92,505,5292,4436,1848,2112,26,51,0,0,399,856,631,27,0,0,0,92,106,330,0,330,5213,182,293,38,58,991,3651,1249,233,1016
17,031,828100,14000US17031828100,Census Tract 8281,,61140,5635,5635,2906,2214,0,17,0,282,216,5635,4288,2042,2214,0,17,0,0,15,1347,864,0,0,0,0,282,201,460,0,460,5574,457,154,678,114,463,3708,1411,515,896
17,031,828201,14000US17031828201,Census Tract 8282.01,,76921,3569,3569,1343,1875,0,0,0,145,206,3569,2952,1033,1797,0,0,0,0,122,617,310,78,0,0,0,145,84,283,0,283,3569,149,52,24,314,74,2956,911,63,848
17,031,828202,14000US17031828202,Census Tract 8282.02,,103333,5188,5188,1861,2716,0,61,0,48,502,5188,4574,1590,2716,0,61,0,0,207,614,271,0,0,0,0,48,295,125,0,125,5121,316,594,168,179,331,3533,1047,328,719
17,031,828300,14000US17031828300,Census Tract 8283,,64583,3145,3145,1595,1322,0,20,0,141,67,3145,2760,1379,1322,0,20,0,0,39,385,216,0,0,0,0,141,28,170,6,164,3145,147,47,135,92,542,2182,491,59,432
17,031,828401,14000US17031828401,Census Tract 8284.01,,94148,3650,3650,2025,1360,0,32,0,30,203,3650,3450,1886,1360,0,32,0,0,172,200,139,0,0,0,0,30,31,266,13,253,3627,106,27,262,218,126,2888,931,92,839
17,031,828402,14000US17031828402,Census Tract 8284.02,,70893,3643,3643,1428,1931,0,68,0,86,130,3643,3272,1172,1931,0,68,0,0,101,371,256,0,0,0,0,86,29,183,0,183,3522,58,480,101,332,248,2303,949,353,596
17,031,828503,14000US17031828503,Census Tract 8285.03,,56603,4749,4749,1040,3257,0,21,21,176,234,4749,4254,892,3257,0,21,21,0,63,495,148,0,0,0,0,176,171,345,33,312,4620,240,333,338,686,475,2548,1216,393,823
17,031,828504,14000US17031828504,Census Tract 8285.04,,42917,5365,5365,1339,3539,14,0,0,49,424,5365,4738,1209,3187,14,0,0,0,328,627,130,352,0,0,0,49,96,412,14,398,5365,841,63,953,821,314,2373,1437,988,449
17,031,828505,14000US17031828505,Census Tract 8285.05,,107447,7111,7111,2112,3704,177,78,0,843,197,7111,5790,1741,3704,177,78,0,0,90,1321,371,0,0,0,0,843,107,474,0,474,7111,628,231,1,424,176,5651,1563,537,1026
17,031,828507,14000US17031828507,Census Tract 8285.07,,103250,3735,3735,859,2399,0,0,0,75,402,3735,3550,695,2399,0,0,0,75,381,185,164,0,0,0,0,0,21,201,0,201,3735,71,18,37,405,85,3119,688,0,688
17,031,828508,14000US17031828508,Census Tract 8285.08,,68184,4175,4175,955,2925,0,0,0,244,51,4175,3517,490,2925,0,0,0,51,51,658,465,0,0,0,0,193,0,302,12,290,4154,97,235,16,679,158,2969,1264,101,1163
17,031,828601,14000US17031828601,Census Tract 8286.01,,95664,4531,4531,2787,1271,0,3,0,298,172,4531,4003,2613,1271,0,3,0,0,116,528,174,0,0,0,0,298,56,187,0,187,4524,121,59,9,68,456,3811,1084,0,1084
17,031,828602,14000US17031828602,Census Tract 8286.02,,109946,4306,4306,1666,2276,0,74,60,37,193,4306,4156,1553,2276,0,74,60,0,193,150,113,0,0,0,0,37,0,302,0,302,4147,82,34,88,156,219,3568,1082,11,1071
17,031,828701,14000US17031828701,Census Tract 8287.01,,84783,4571,4571,1251,3155,0,0,0,42,123,4571,4227,949,3155,0,0,0,0,123,344,302,0,0,0,0,42,0,252,0,252,4555,356,178,78,257,99,3587,1189,213,976
17,031,828702,14000US17031828702,Census Tract 8287.02,,71014,4079,4079,927,2779,6,31,0,66,270,4079,3886,796,2756,6,31,0,29,268,193,131,23,0,0,0,37,2,319,0,319,3942,367,223,103,488,176,2585,886,332,554
17,031,828801,14000US17031828801,Census Tract 8288.01,,107931,5109,5109,2222,2225,0,142,0,63,457,5109,4607,2090,2216,0,142,0,0,159,502,132,9,0,0,0,63,298,409,0,409,4965,292,74,31,145,244,4179,1274,169,1105
17,031,828802,14000US17031828802,Census Tract 8288.02,,77344,3079,3079,1880,474,70,0,0,218,437,3079,1641,1044,474,70,0,0,0,53,1438,836,0,0,0,0,218,384,215,0,215,3040,8,98,0,93,91,2750,839,74,765
17,031,828900,14000US17031828900,Census Tract 8289,,67135,3904,3904,719,1985,0,10,0,1014,176,3904,2537,504,1960,0,10,0,27,36,1367,215,25,0,0,0,987,140,212,0,212,3896,776,259,53,427,166,2215,1189,497,692
17,031,829000,14000US17031829000,Census Tract 8290,,37763,976,976,4,905,0,0,0,67,0,976,909,4,905,0,0,0,0,0,67,0,0,0,0,0,67,0,76,0,76,976,220,120,6,193,240,197,371,169,202
17,031,829100,14000US17031829100,Census Tract 8291,,44974,3461,3461,535,624,13,0,0,2073,216,3461,1077,453,624,0,0,0,0,0,2384,82,0,13,0,0,2073,216,188,0,188,3461,547,226,123,543,879,1143,1001,129,872
17,031,829200,14000US17031829200,Census Tract 8292,,59012,5590,5590,2122,1741,0,11,0,1515,201,5590,3119,1263,1679,0,11,0,0,166,2471,859,62,0,0,0,1515,35,534,22,512,5590,1068,262,86,471,442,3261,1523,499,1024
