State (FIPS Code),County of current residence,Census Tract,Geographic Identifier,Area Name,Tribal Tract,Median Family Income (In 2021 Inflation Adjusted Dollars),Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races,Civilian Population 16 to 19 Years:,"Civilian Population 16 to 19 Years: Not High School Graduate, Not Enrolled (Dropped Out)","Civilian Population 16 to 19 Years: High School Graduate, or Enrolled (In School)",Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under .50,Population for Whom Poverty Status Is Determined: .50 to .74,Population for Whom Poverty Status Is Determined: .75 to .99,Population for Whom Poverty Status Is Determined: 1.00 to 1.49,Population for Whom Poverty Status Is Determined: 1.50 to 1.99,Population for Whom Poverty Status Is Determined: 2.00 and Over,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty,Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level
Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_GEOID,Geo_NAME,Geo_BTTR,SE_A14010_001,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A12003_001,SE_A12003_002,SE_A12003_003,SE_A13004_001,SE_A13004_002,SE_A13004_003,SE_A13004_004,SE_A13004_005,SE_A13004_006,SE_A13004_007,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003
17,031,802003,14000US17031802003,Census Tract 8020.03,,137059,2359,2359,1562,129,0,379,0,63,226,2359,1918,1372,129,0,379,0,0,38,441,190,0,0,0,0,63,188,116,0,116,2359,131,86,1,165,123,1853,616,127,489
17,031,802004,14000US17031802004,Census Tract 8020.04,,37063,6068,6068,3359,106,0,2392,0,87,124,6068,5305,2795,88,0,2392,0,0,30,763,564,18,0,0,0,87,94,183,0,183,5922,1256,174,486,306,1108,2592,1824,1214,610
17,031,802100,14000US17031802100,Census Tract 8021,,162375,3720,3720,2970,37,0,335,0,0,378,3720,3534,2928,37,0,335,0,0,234,186,42,0,0,0,0,0,144,305,0,305,3702,25,300,119,24,185,3049,1249,242,1007
17,031,802200,14000US17031802200,Census Tract 8022,,165881,4970,4970,4648,18,0,183,0,23,98,4970,4937,4621,18,0,183,0,17,98,33,27,0,0,0,0,6,0,172,0,172,4970,60,19,9,132,71,4679,1197,0,1197
17,031,802300,14000US17031802300,Census Tract 8023,,199886,5516,5516,4295,16,0,906,0,22,277,5516,5258,4087,16,0,906,0,22,227,258,208,0,0,0,0,0,50,355,0,355,5478,200,21,36,375,168,4678,1390,0,1390
17,031,802402,14000US17031802402,Census Tract 8024.02,,89024,6070,6070,3542,258,60,950,0,1086,174,6070,4267,3049,258,0,882,0,14,64,1803,493,0,60,68,0,1072,110,237,15,222,5871,106,273,257,737,525,3973,975,175,800
17,031,802403,14000US17031802403,Census Tract 8024.03,,98750,1422,1422,1259,0,0,123,0,22,18,1422,1347,1206,0,0,123,0,0,18,75,53,0,0,0,0,22,0,5,0,5,1422,22,6,44,39,77,1234,138,0,138
17,031,802404,14000US17031802404,Census Tract 8024.04,,63777,7382,7382,4104,208,364,853,0,1512,341,7382,4774,3485,208,188,853,0,0,40,2608,619,0,176,0,0,1512,301,320,0,320,7214,123,547,286,547,943,4768,1293,412,881
17,031,802503,14000US17031802503,Census Tract 8025.03,,118038,7255,7255,4864,63,97,1563,0,408,260,7255,6398,4546,63,97,1563,0,0,129,857,318,0,0,0,0,408,131,340,0,340,7255,378,142,74,240,326,6095,1674,200,1474
17,031,802504,14000US17031802504,Census Tract 8025.04,,84975,6724,6724,3700,66,116,689,34,1740,379,6724,3939,2776,27,0,689,0,291,156,2785,924,39,116,0,34,1449,223,411,0,411,6537,195,27,386,589,376,4964,1697,204,1493
17,031,802505,14000US17031802505,Census Tract 8025.05,,63052,6398,6398,2766,213,95,1132,0,2177,15,6398,3457,2097,213,0,1132,0,0,15,2941,669,0,95,0,0,2177,0,365,0,365,6196,405,188,299,531,745,4028,1268,302,966
17,031,802506,14000US17031802506,Census Tract 8025.06,,113750,2552,2552,1300,31,25,247,0,597,352,2552,1415,1071,16,20,247,0,0,61,1137,229,15,5,0,0,597,291,138,0,138,2540,74,0,44,92,492,1838,537,4,533
17,031,802605,14000US17031802605,Census Tract 8026.05,,122708,7003,7003,5376,32,0,1523,0,13,59,7003,6743,5188,32,0,1523,0,0,0,260,188,0,0,0,0,13,59,82,0,82,6970,149,38,86,222,127,6348,1008,0,1008
17,031,802607,14000US17031802607,Census Tract 8026.07,,127917,1255,1255,1158,0,0,34,0,0,63,1255,1144,1090,0,0,34,0,0,20,111,68,0,0,0,0,0,43,26,0,26,1255,26,7,9,36,106,1071,350,12,338
17,031,802608,14000US17031802608,Census Tract 8026.08,,105293,6163,6163,5190,308,0,443,30,129,63,6163,5804,5032,280,0,443,0,0,49,359,158,28,0,0,30,129,14,322,0,322,6112,172,40,177,57,329,5337,1100,58,1042
17,031,802609,14000US17031802609,Census Tract 8026.09,,77425,6542,6542,3069,22,0,1060,0,1839,552,6542,3721,2448,22,0,1060,0,0,191,2821,621,0,0,0,0,1839,361,338,41,297,6410,320,60,132,602,1160,4136,1296,54,1242
17,031,802610,14000US17031802610,Census Tract 8026.10,,134271,2026,2026,1446,30,0,484,0,19,47,2026,1985,1424,30,0,484,0,0,47,41,22,0,0,0,0,19,0,48,0,48,2026,16,12,24,35,49,1890,315,0,315
17,031,802701,14000US17031802701,Census Tract 8027.01,,116833,6601,6601,4153,186,0,1236,0,545,481,6601,5330,3741,186,0,1236,0,0,167,1271,412,0,0,0,0,545,314,399,0,399,6601,107,109,95,129,562,5599,1419,100,1319
17,031,802702,14000US17031802702,Census Tract 8027.02,,126797,4928,4928,3204,84,0,1408,0,46,186,4928,4676,3057,84,0,1400,0,0,135,252,147,0,0,8,0,46,51,215,38,177,4782,128,72,190,100,145,4147,816,37,779
17,031,802801,14000US17031802801,Census Tract 8028.01,,137250,4665,4665,3689,31,101,428,0,90,326,4665,4208,3618,31,0,420,0,0,139,457,71,0,101,8,0,90,187,146,13,133,4664,71,2,8,78,174,4331,1126,0,1126
17,031,802802,14000US17031802802,Census Tract 8028.02,,132962,6798,6798,5371,46,109,840,0,187,245,6798,6092,5103,46,0,840,0,0,103,706,268,0,109,0,0,187,142,444,0,444,6773,18,38,83,451,81,6102,2000,19,1981
17,031,802900,14000US17031802900,Census Tract 8029,,181359,6150,6150,5678,0,0,202,0,10,260,6150,5616,5209,0,0,202,0,0,205,534,469,0,0,0,0,10,55,354,0,354,6150,80,104,28,96,305,5537,1806,0,1806
17,031,803005,14000US17031803005,Census Tract 8030.05,,148108,2716,2716,2143,31,29,110,0,157,246,2716,2311,2141,31,0,110,0,0,29,405,2,0,29,0,0,157,217,125,0,125,2716,11,36,30,33,136,2470,639,0,639
17,031,803007,14000US17031803007,Census Tract 8030.07,,111029,5309,5309,4202,104,5,568,0,287,143,5309,4757,4013,104,0,568,0,23,49,552,189,0,5,0,0,264,94,168,0,168,5309,322,1,325,258,369,4034,1187,193,994
17,031,803008,14000US17031803008,Census Tract 8030.08,,152500,4850,4850,3550,132,0,869,0,196,103,4850,4407,3340,125,0,869,0,0,73,443,210,7,0,0,0,196,30,208,0,208,4850,53,12,8,204,129,4444,1127,0,1127
17,031,803010,14000US17031803010,Census Tract 8030.10,,137721,4902,4902,3932,58,18,611,0,146,137,4902,3793,3043,58,18,611,0,0,63,1109,889,0,0,0,0,146,74,101,14,87,4902,14,95,0,99,101,4593,1139,53,1086
17,031,803012,14000US17031803012,Census Tract 8030.12,,105714,2113,2113,1619,43,14,165,0,184,88,2113,1721,1470,43,0,165,0,0,43,392,149,0,14,0,0,184,45,73,0,73,2106,18,7,54,193,61,1773,356,16,340
17,031,803013,14000US17031803013,Census Tract 8030.13,,140100,5676,5676,4823,22,0,234,33,167,397,5676,5158,4523,22,0,234,33,0,346,518,300,0,0,0,0,167,51,307,0,307,5676,101,13,41,123,465,4933,1240,27,1213
17,031,803014,14000US17031803014,Census Tract 8030.14,,86402,3337,3337,2530,25,0,254,0,283,245,3337,2595,2157,25,0,254,0,0,159,742,373,0,0,0,0,283,86,60,0,60,3337,118,8,109,240,190,2672,702,28,674
17,031,803015,14000US17031803015,Census Tract 8030.15,,114266,4528,4528,3632,190,9,353,0,99,245,4528,4157,3489,190,9,353,0,0,116,371,143,0,0,0,0,99,129,178,0,178,4518,44,15,114,162,253,3930,668,13,655
17,031,803016,14000US17031803016,Census Tract 8030.16,,126339,2622,2622,1174,122,15,1244,0,0,67,2622,2514,1101,122,10,1244,0,0,37,108,73,0,5,0,0,0,30,40,1,39,2607,57,2,0,39,23,2486,710,14,696
17,031,803017,14000US17031803017,Census Tract 8030.17,,133973,5948,5948,4262,50,0,572,0,730,334,5948,4843,4059,50,0,572,0,0,162,1105,203,0,0,0,0,730,172,162,0,162,5879,212,82,91,576,158,4760,1243,46,1197
17,031,803100,14000US17031803100,Census Tract 8031,,162813,3433,3433,2909,23,0,127,0,137,237,3433,3137,2864,23,0,127,0,5,118,296,45,0,0,0,0,132,119,292,1,291,3433,49,3,8,61,227,3085,1037,0,1037
17,031,803200,14000US17031803200,Census Tract 8032,,145528,5154,5154,4540,5,0,248,0,101,260,5154,4835,4443,5,0,248,0,0,139,319,97,0,0,0,0,101,121,189,0,189,4859,105,0,253,47,208,4246,1062,87,975
17,031,803300,14000US17031803300,Census Tract 8033,,156544,5905,5905,4918,126,0,492,0,218,151,5905,5286,4644,126,0,492,0,0,24,619,274,0,0,0,0,218,127,238,0,238,5893,196,29,133,354,211,4970,987,25,962
17,031,803400,14000US17031803400,Census Tract 8034,,139386,6783,6783,5564,469,0,304,0,92,354,6783,6572,5353,469,0,304,0,92,354,211,211,0,0,0,0,0,0,191,0,191,6783,60,32,55,144,261,6231,2110,0,2110
17,031,803500,14000US17031803500,Census Tract 8035,,152009,5640,5640,5348,25,0,196,0,0,71,5640,5410,5133,25,0,196,0,0,56,230,215,0,0,0,0,0,15,235,0,235,5603,85,17,164,46,151,5140,1310,0,1310
17,031,803603,14000US17031803603,Census Tract 8036.03,,198798,6445,6445,4516,56,33,1514,0,52,274,6445,6263,4492,56,0,1514,0,18,183,182,24,0,33,0,0,34,91,384,0,384,6395,24,0,19,107,24,6221,1650,0,1650
17,031,803604,14000US17031803604,Census Tract 8036.04,,94063,4365,4365,2985,66,0,661,0,494,159,4365,3731,2853,66,0,661,0,0,151,634,132,0,0,0,0,494,8,160,0,160,4293,204,16,331,131,555,3056,883,245,638
17,031,803605,14000US17031803605,Census Tract 8036.05,,119056,6632,6632,5036,496,0,747,0,192,161,6632,5916,4591,496,0,747,0,16,66,716,445,0,0,0,0,176,95,147,0,147,6632,196,97,114,575,424,5226,1340,122,1218
17,031,803607,14000US17031803607,Census Tract 8036.07,,114773,4377,4377,3766,31,0,207,0,113,260,4377,3979,3610,31,0,207,0,0,131,398,156,0,0,0,0,113,129,216,0,216,4376,107,32,28,81,95,4033,1019,49,970
17,031,803608,14000US17031803608,Census Tract 8036.08,,151319,7558,7558,5481,720,0,560,0,388,409,7558,6607,5290,574,0,560,0,22,161,951,191,146,0,0,0,366,248,457,0,457,7558,324,5,493,427,412,5897,1718,496,1222
17,031,803611,14000US17031803611,Census Tract 8036.11,,72138,6245,6245,2684,446,0,589,65,2218,243,6245,3208,2062,446,0,571,65,0,64,3037,622,0,0,18,0,2218,179,632,245,387,6245,154,294,717,463,553,4064,1540,574,966
17,031,803612,14000US17031803612,Census Tract 8036.12,,59565,3652,3652,1913,286,0,332,0,1051,70,3652,1991,1284,286,0,332,0,19,70,1661,629,0,0,0,0,1032,0,114,37,77,3652,391,199,301,323,422,2016,1087,520,567
17,031,803613,14000US17031803613,Census Tract 8036.13,,64710,3993,3993,794,92,49,159,0,2786,113,3993,606,355,92,0,159,0,0,0,3387,439,0,49,0,0,2786,113,232,0,232,3993,298,240,234,290,978,1953,1729,463,1266
17,031,803614,14000US17031803614,Census Tract 8036.14,,43750,4542,4542,2069,115,222,474,36,1339,287,4542,2023,1376,115,0,474,0,11,47,2519,693,0,222,0,36,1328,240,235,30,205,4542,628,172,225,1158,206,2153,1340,429,911
17,031,803615,14000US17031803615,Census Tract 8036.15,,105667,2386,2386,1223,65,0,543,0,36,519,2386,2073,1223,49,0,543,0,0,258,313,0,16,0,0,0,36,261,124,16,108,2325,88,83,0,173,106,1875,604,48,556
17,031,803616,14000US17031803616,Census Tract 8036.16,,102981,4970,4970,3522,292,8,449,0,542,157,4970,4182,3407,292,8,449,0,0,26,788,115,0,0,0,0,542,131,49,0,49,4899,169,253,499,88,341,3549,1190,413,777
17,031,803701,14000US17031803701,Census Tract 8037.01,,99688,2693,2693,1964,37,0,275,0,349,68,2693,2322,1896,37,0,275,0,46,68,371,68,0,0,0,0,303,0,33,5,28,2693,92,61,92,110,13,2325,420,58,362
17,031,803702,14000US17031803702,Census Tract 8037.02,,139250,6371,6371,5020,351,0,779,0,41,180,6371,5969,4756,320,0,779,0,0,114,402,264,31,0,0,0,41,66,136,0,136,6313,473,87,0,95,72,5586,1628,392,1236
17,031,803800,14000US17031803800,Census Tract 8038,,131125,4378,4378,3626,49,20,392,2,186,103,4378,4008,3519,49,3,349,2,8,78,370,107,0,17,43,0,178,25,240,8,232,4378,73,48,81,192,70,3914,912,37,875
17,031,803901,14000US17031803901,Census Tract 8039.01,,104444,3736,3736,2878,105,0,436,0,90,227,3736,3448,2855,105,0,427,0,0,61,288,23,0,0,9,0,90,166,40,0,40,3736,281,12,59,167,148,3069,639,121,518
17,031,803902,14000US17031803902,Census Tract 8039.02,,102677,3570,3570,2640,29,0,75,0,301,525,3570,2571,2380,29,0,75,0,0,87,999,260,0,0,0,0,301,438,114,0,114,3490,0,50,15,99,92,3234,741,25,716
17,031,804000,14000US17031804000,Census Tract 8040,,102434,4832,4832,3865,15,0,116,0,318,518,4832,3737,3512,15,0,116,0,60,34,1095,353,0,0,0,0,258,484,166,0,166,4832,110,103,70,146,348,4055,849,58,791
17,031,804102,14000US17031804102,Census Tract 8041.02,,161448,6839,6839,5425,140,0,1036,0,19,219,6839,6667,5272,140,0,1036,0,0,219,172,153,0,0,0,0,19,0,252,14,238,6731,146,41,47,230,120,6147,1673,19,1654
17,031,804104,14000US17031804104,Census Tract 8041.04,,141403,5151,5151,3367,25,14,1471,0,69,205,5151,4824,3195,18,14,1435,0,0,162,327,172,7,0,36,0,69,43,396,0,396,5151,30,100,30,57,133,4801,1355,47,1308
17,031,804105,14000US17031804105,Census Tract 8041.05,,144030,4173,4173,3268,116,0,549,0,78,162,4173,3851,3068,116,0,549,0,0,118,322,200,0,0,0,0,78,44,256,0,256,4173,0,0,30,9,78,4056,940,0,940
17,031,804106,14000US17031804106,Census Tract 8041.06,,134931,7361,7361,4854,14,0,2030,0,58,405,7361,7137,4808,14,0,2030,0,58,227,224,46,0,0,0,0,0,178,497,44,453,7352,155,96,89,163,259,6590,1830,120,1710
17,031,804108,14000US17031804108,Census Tract 8041.08,,101066,4577,4577,1518,408,21,1988,0,294,348,4577,4211,1470,408,21,1965,0,79,268,366,48,0,0,23,0,215,80,40,0,40,4577,110,145,58,114,297,3853,899,74,825
17,031,804109,14000US17031804109,Census Tract 8041.09,,177045,3284,3284,2634,54,0,265,0,76,255,3284,3139,2634,54,0,265,0,0,186,145,0,0,0,0,0,76,69,71,0,71,3172,78,18,13,83,72,2908,839,11,828
17,031,804202,14000US17031804202,Census Tract 8042.02,,173152,7815,7815,4941,42,0,2628,0,52,152,7815,7628,4807,8,0,2628,0,33,152,187,134,34,0,0,0,19,0,439,0,439,7815,267,68,20,81,530,6849,1960,49,1911
17,031,804203,14000US17031804203,Census Tract 8042.03,,187768,3096,3096,1850,0,0,1130,0,0,116,3096,3096,1850,0,0,1130,0,0,116,0,0,0,0,0,0,0,0,76,0,76,3096,11,28,59,60,136,2802,850,0,850
17,031,804204,14000US17031804204,Census Tract 8042.04,,161731,5507,5507,3966,159,0,947,119,164,152,5507,5390,3920,159,0,947,119,117,128,117,46,0,0,0,0,47,24,347,0,347,5352,114,261,2,15,134,4826,1671,175,1496
17,031,804305,14000US17031804305,Census Tract 8043.05,,89831,7627,7627,3656,621,0,567,0,1128,1655,7627,4206,2946,607,0,567,0,0,86,3421,710,14,0,0,0,1128,1569,395,0,395,7627,371,1,573,345,600,5737,1497,73,1424
17,031,804306,14000US17031804306,Census Tract 8043.06,,87143,6114,6114,3267,127,64,531,0,964,1161,6114,2887,2120,127,0,531,0,0,109,3227,1147,0,64,0,0,964,1052,335,32,303,6114,111,184,41,552,721,4505,1615,54,1561
17,031,804308,14000US17031804308,Census Tract 8043.08,,69063,5200,5200,3304,268,10,772,0,354,492,5200,3650,2514,268,0,772,0,10,86,1550,790,0,10,0,0,344,406,259,0,259,5200,249,192,118,400,1329,2912,1275,193,1082
17,031,804309,14000US17031804309,Census Tract 8043.09,,87841,3056,3056,1586,248,67,262,0,392,501,3056,1661,1125,248,0,262,0,0,26,1395,461,0,67,0,0,392,475,143,0,143,2955,106,5,27,360,485,1972,718,14,704
17,031,804312,14000US17031804312,Census Tract 8043.12,,145423,1783,1783,992,0,0,791,0,0,0,1783,1748,957,0,0,791,0,0,0,35,35,0,0,0,0,0,0,109,0,109,1783,0,18,0,15,34,1716,206,0,206
17,031,804313,14000US17031804313,Census Tract 8043.13,,114879,6729,6729,2964,565,0,1248,0,614,1338,6729,4974,2367,505,0,1248,0,0,854,1755,597,60,0,0,0,614,484,224,0,224,6701,464,0,134,97,725,5281,1962,147,1815
17,031,804314,14000US17031804314,Census Tract 8043.14,,104474,1375,1375,1079,0,0,202,0,64,30,1375,1200,968,0,0,202,0,0,30,175,111,0,0,0,0,64,0,0,0,0,1375,19,0,62,0,293,1001,238,0,238
17,031,804315,14000US17031804315,Census Tract 8043.15,,105074,2665,2665,1614,0,42,414,0,419,176,2665,2039,1437,0,12,414,0,0,176,626,177,0,30,0,0,419,0,36,0,36,2665,87,0,0,31,214,2333,672,0,672
17,031,804316,14000US17031804316,Census Tract 8043.16,,108269,4926,4926,3605,8,0,1045,0,0,268,4926,3569,2516,8,0,1045,0,0,0,1357,1089,0,0,0,0,0,268,177,0,177,4926,139,93,0,23,655,4016,1012,0,1012
17,031,804403,14000US17031804403,Census Tract 8044.03,,89143,6505,6505,3755,139,61,691,0,114,1745,6505,3794,2801,139,0,691,0,0,163,2711,954,0,61,0,0,114,1582,280,38,242,6505,134,12,212,900,233,5014,1480,0,1480
17,031,804404,14000US17031804404,Census Tract 8044.04,,79145,5847,5847,3376,154,0,254,0,935,1128,5847,1978,1515,133,0,254,0,0,76,3869,1861,21,0,0,0,935,1052,422,29,393,5787,57,49,280,448,1646,3307,1622,192,1430
17,031,804405,14000US17031804405,Census Tract 8044.05,,71140,3454,3454,1281,475,0,307,0,964,427,3454,1205,423,475,0,307,0,0,0,2249,858,0,0,0,0,964,427,154,0,154,3411,100,13,208,204,806,2080,947,114,833
17,031,804406,14000US17031804406,Census Tract 8044.06,,82939,5960,5960,3069,453,77,539,34,1350,438,5960,2712,1435,453,0,518,0,258,48,3248,1634,0,77,21,34,1092,390,328,0,328,5939,134,34,386,713,760,3912,1604,259,1345
17,031,804505,14000US17031804505,Census Tract 8045.05,,72153,3422,3422,2465,88,0,281,0,454,134,3422,2661,2127,88,0,281,0,31,134,761,338,0,0,0,0,423,0,192,31,161,3422,105,30,126,140,93,2928,694,80,614
17,031,804506,14000US17031804506,Census Tract 8045.06,,127593,5144,5144,3364,106,0,869,0,155,650,5144,4388,3206,106,0,860,0,0,216,756,158,0,0,9,0,155,434,336,0,336,5055,180,36,82,31,221,4505,1035,70,965
17,031,804508,14000US17031804508,Census Tract 8045.08,,63750,2368,2368,1325,198,0,315,0,283,247,2368,1229,670,198,0,315,0,20,26,1139,655,0,0,0,0,263,221,92,0,92,2368,220,144,147,99,414,1344,629,168,461
17,031,804509,14000US17031804509,Census Tract 8045.09,,85234,6710,6710,3326,292,0,548,0,1007,1537,6710,2309,1482,196,0,548,0,0,83,4401,1844,96,0,0,0,1007,1454,547,0,547,6530,497,52,392,401,803,4385,2185,422,1763
17,031,804510,14000US17031804510,Census Tract 8045.10,,67824,5337,5337,2244,293,36,300,0,1699,765,5337,1536,916,293,0,300,0,0,27,3801,1328,0,36,0,0,1699,738,325,54,271,5292,495,127,65,544,450,3611,1494,237,1257
17,031,804511,14000US17031804511,Census Tract 8045.11,,63618,2291,2291,1043,190,17,399,0,410,232,2291,905,312,190,0,399,0,0,4,1386,731,0,17,0,0,410,228,135,0,135,2251,154,314,46,139,301,1297,663,250,413
17,031,804512,14000US17031804512,Census Tract 8045.12,,156589,3638,3638,1867,376,0,1084,0,122,189,3638,3374,1848,376,0,1084,0,0,66,264,19,0,0,0,0,122,123,119,0,119,3638,2,0,1,1,249,3385,749,0,749
17,031,804513,14000US17031804513,Census Tract 8045.13,,106953,4033,4033,2286,383,0,877,0,181,306,4033,3632,2258,383,0,877,0,0,114,401,28,0,0,0,0,181,192,0,0,0,4033,36,16,0,180,89,3712,787,0,787
17,031,804514,14000US17031804514,Census Tract 8045.14,,134741,5637,5637,2644,97,529,1942,0,385,40,5637,4736,2604,97,53,1942,0,0,40,901,40,0,476,0,0,385,0,72,0,72,5637,26,0,104,387,148,4972,1640,0,1640
17,031,804603,14000US17031804603,Census Tract 8046.03,,96419,6345,6345,2724,708,23,1527,0,1002,361,6345,4872,2377,708,0,1527,0,0,260,1473,347,0,23,0,0,1002,101,116,0,116,6307,71,63,48,675,809,4641,1319,76,1243
17,031,804606,14000US17031804606,Census Tract 8046.06,,144327,6435,6435,4832,64,8,1238,0,98,195,6435,6110,4704,64,0,1238,0,0,104,325,128,0,8,0,0,98,91,260,1,259,6220,33,370,26,9,121,5661,1258,243,1015
17,031,804607,14000US17031804607,Census Tract 8046.07,,121115,7701,7701,5101,94,0,1544,0,22,940,7701,6989,4992,94,0,1544,0,22,337,712,109,0,0,0,0,0,603,333,0,333,7691,264,0,75,570,325,6457,1878,0,1878
17,031,804608,14000US17031804608,Census Tract 8046.08,,131736,3536,3536,1885,65,0,1135,0,127,324,3536,3388,1836,65,0,1135,0,74,278,148,49,0,0,0,0,53,46,159,0,159,3536,146,11,101,95,49,3134,752,32,720
17,031,804609,14000US17031804609,Census Tract 8046.09,,170597,6010,6010,2775,159,0,2577,0,103,396,6010,5944,2762,159,0,2577,0,73,373,66,13,0,0,0,0,30,23,371,23,348,6010,133,159,65,62,291,5300,1419,41,1378
17,031,804610,14000US17031804610,Census Tract 8046.10,,88125,2548,2548,1949,17,27,492,0,17,46,2548,2307,1759,17,0,492,0,0,39,241,190,0,27,0,0,17,7,110,0,110,2548,109,79,107,70,67,2116,467,62,405
17,031,804611,14000US17031804611,Census Tract 8046.11,,103640,4135,4135,3181,55,0,699,0,54,146,4135,3716,2887,55,0,699,0,0,75,419,294,0,0,0,0,54,71,115,0,115,4125,56,26,31,193,87,3732,761,12,749
17,031,804701,14000US17031804701,Census Tract 8047.01,,79118,6202,6202,2406,912,0,1465,0,1058,361,6202,4633,2250,839,0,1465,0,0,79,1569,156,73,0,0,0,1058,282,356,0,356,6014,408,24,0,533,800,4249,1420,60,1360
17,031,804705,14000US17031804705,Census Tract 8047.05,,86855,4737,4737,2525,494,34,1067,0,336,281,4737,3916,2124,486,34,1067,0,0,205,821,401,8,0,0,0,336,76,241,0,241,4665,50,77,34,678,416,3410,1173,26,1147
17,031,804706,14000US17031804706,Census Tract 8047.06,,123125,2320,2320,1516,31,0,423,0,90,260,2320,1845,1341,13,0,423,0,0,68,475,175,18,0,0,0,90,192,95,0,95,2320,8,0,12,36,32,2232,559,0,559
17,031,804709,14000US17031804709,Census Tract 8047.09,,86495,7930,7930,4062,261,0,1941,0,963,703,7930,5585,3282,153,0,1929,0,0,221,2345,780,108,0,12,0,963,482,655,0,655,7761,210,10,30,1665,194,5652,1723,39,1684
17,031,804710,14000US17031804710,Census Tract 8047.10,,115757,3786,3786,2770,153,0,647,0,83,133,3786,3449,2563,153,0,647,0,0,86,337,207,0,0,0,0,83,47,99,0,99,3786,17,0,0,70,277,3422,641,0,641
17,031,804711,14000US17031804711,Census Tract 8047.11,,84075,8274,8274,3706,1242,8,1881,0,359,1078,8274,7200,3364,1242,8,1881,0,0,705,1074,342,0,0,0,0,359,373,434,33,401,8274,162,232,243,794,859,5984,2480,144,2336
17,031,804712,14000US17031804712,Census Tract 8047.12,,98375,5531,5531,3161,993,0,1080,0,163,134,5531,5112,3088,899,0,1019,0,0,106,419,73,94,0,61,0,163,28,163,0,163,5531,290,0,17,146,145,4933,1605,108,1497
17,031,804713,14000US17031804713,Census Tract 8047.13,,99863,5064,5064,2106,264,0,2215,0,222,257,5064,4633,2090,264,0,2215,0,0,64,431,16,0,0,0,0,222,193,99,68,31,5064,95,81,59,58,226,4545,906,17,889
17,031,804714,14000US17031804714,Census Tract 8047.14,,101591,3129,3129,2183,0,0,627,0,120,199,3129,2853,2117,0,0,627,0,0,109,276,66,0,0,0,0,120,90,130,0,130,3129,120,0,89,64,42,2814,597,71,526
17,031,804715,14000US17031804715,Census Tract 8047.15,,56164,3838,3838,969,67,0,1543,0,777,482,3838,2306,688,67,0,1543,0,0,8,1532,281,0,0,0,0,777,474,159,0,159,3838,188,230,346,282,341,2451,1015,361,654
17,031,804716,14000US17031804716,Census Tract 8047.16,,105563,4657,4657,2170,114,80,1783,0,268,242,4657,3989,1953,96,0,1783,0,0,157,668,217,18,80,0,0,268,85,124,0,124,4657,33,10,183,104,355,3972,1007,138,869
17,031,804803,14000US17031804803,Census Tract 8048.03,,81977,5568,5568,3444,291,0,895,0,259,679,5568,4329,3165,274,0,875,0,0,15,1239,279,17,0,20,0,259,664,172,0,172,5568,311,66,29,508,116,4538,1590,125,1465
17,031,804804,14000US17031804804,Census Tract 8048.04,,92193,5950,5950,3649,409,147,913,0,285,547,5950,4836,3264,409,114,913,0,0,136,1114,385,0,33,0,0,285,411,102,0,102,5950,167,412,181,463,199,4528,1041,286,755
17,031,804805,14000US17031804805,Census Tract 8048.05,,101970,7230,7230,4696,89,162,1289,0,393,601,7230,5999,4397,72,0,1270,0,233,27,1231,299,17,162,19,0,160,574,472,74,398,7230,244,0,245,214,388,6139,1628,179,1449
