"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Median Household Income (In 2021 Inflation Adjusted Dollars)","Civilian Population 16 to 19 Years:","Civilian Population 16 to 19 Years: Not High School Graduate, Not Enrolled (Dropped Out)","Civilian Population 16 to 19 Years: High School Graduate, or Enrolled (In School)","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"17031813600","Census Tract 8136, Cook County, Illinois","ACSSF","il","140","00","0006945",,,,,"17","031",,,"813600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031813600","Census Tract 8136",,,,61522,718,21,697,3366,1113,2253,886,276,98,13,0,5743,443,415,9,0,19,0,0,0,5300,830,0,37,0,0,3616,817
"17031813701","Census Tract 8137.01, Cook County, Illinois","ACSSF","il","140","00","0006946",,,,,"17","031",,,"813701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031813701","Census Tract 8137.01",,,,54853,297,96,201,2164,662,1502,762,208,15,0,0,3515,261,90,171,0,0,0,0,0,3254,809,0,8,0,0,2335,102
"17031813702","Census Tract 8137.02, Cook County, Illinois","ACSSF","il","140","00","0006947",,,,,"17","031",,,"813702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031813702","Census Tract 8137.02",,,,73125,563,38,525,2985,891,2094,1025,312,32,0,0,4702,843,180,640,0,23,0,0,0,3859,666,0,15,26,0,2897,255
"17031813801","Census Tract 8138.01, Cook County, Illinois","ACSSF","il","140","00","0006948",,,,,"17","031",,,"813801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031813801","Census Tract 8138.01",,,,44080,269,0,269,1850,726,1124,413,133,25,20,0,3318,82,32,50,0,0,0,0,0,3236,493,0,79,0,8,2598,58
"17031813802","Census Tract 8138.02, Cook County, Illinois","ACSSF","il","140","00","0006949",,,,,"17","031",,,"813802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031813802","Census Tract 8138.02",,,,52379,401,0,401,2451,616,1835,796,262,148,14,14,4648,446,337,78,0,31,0,0,0,4202,1298,0,0,0,0,2613,291
"17031813900","Census Tract 8139, Cook County, Illinois","ACSSF","il","140","00","0006950",,,,,"17","031",,,"813900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031813900","Census Tract 8139",,,,54036,603,31,572,4113,1301,2812,1057,249,24,0,0,6889,951,578,338,7,28,0,0,0,5938,1322,18,95,0,0,3875,628
"17031814000","Census Tract 8140, Cook County, Illinois","ACSSF","il","140","00","0006951",,,,,"17","031",,,"814000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031814000","Census Tract 8140",,,,70294,298,0,298,3063,784,2279,1059,392,96,1,1,4472,488,415,38,0,1,0,0,34,3984,805,0,0,0,0,2621,558
"17031814100","Census Tract 8141, Cook County, Illinois","ACSSF","il","140","00","0006952",,,,,"17","031",,,"814100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031814100","Census Tract 8141",,,,44135,401,31,370,2795,858,1937,710,166,22,22,22,4459,379,221,63,0,11,0,36,48,4080,697,0,0,111,0,3020,252
"17031814200","Census Tract 8142, Cook County, Illinois","ACSSF","il","140","00","0006953",,,,,"17","031",,,"814200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031814200","Census Tract 8142",,,,58891,432,0,432,5175,1673,3502,1653,677,150,10,0,7883,490,347,97,37,9,0,0,0,7393,1814,8,109,0,0,4507,955
"17031814300","Census Tract 8143, Cook County, Illinois","ACSSF","il","140","00","0006954",,,,,"17","031",,,"814300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031814300","Census Tract 8143",,,,47355,267,0,267,2754,1089,1665,868,192,33,0,0,4807,486,320,60,0,10,0,24,72,4321,909,26,0,0,0,2302,1084
"17031814400","Census Tract 8144, Cook County, Illinois","ACSSF","il","140","00","0006955",,,,,"17","031",,,"814400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031814400","Census Tract 8144",,,,57019,814,125,689,4507,1197,3310,1469,663,82,60,0,7389,1604,1556,3,0,24,0,0,21,5785,2118,90,71,0,0,2435,1071
"17031814500","Census Tract 8145, Cook County, Illinois","ACSSF","il","140","00","0006956",,,,,"17","031",,,"814500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031814500","Census Tract 8145",,,,74151,260,7,253,3494,1040,2454,1364,460,138,57,0,5539,1064,893,102,19,34,0,0,16,4475,1233,114,0,0,0,2767,361
"17031814600","Census Tract 8146, Cook County, Illinois","ACSSF","il","140","00","0006957",,,,,"17","031",,,"814600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031814600","Census Tract 8146",,,,84261,345,13,332,3739,734,3005,1918,899,281,109,84,6105,2633,1604,623,0,273,0,0,133,3472,918,43,0,13,0,2282,216
"17031814700","Census Tract 8147, Cook County, Illinois","ACSSF","il","140","00","0006958",,,,,"17","031",,,"814700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031814700","Census Tract 8147",,,,76750,165,0,165,3592,549,3043,1697,1030,407,160,6,5056,1891,1399,121,0,226,0,7,138,3165,591,0,17,0,0,1766,791
"17031814800","Census Tract 8148, Cook County, Illinois","ACSSF","il","140","00","0006959",,,,,"17","031",,,"814800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031814800","Census Tract 8148",,,,58387,320,0,320,4381,866,3515,2550,998,309,0,0,5930,3020,2036,724,0,248,0,0,12,2910,547,0,0,0,0,1571,792
"17031814900","Census Tract 8149, Cook County, Illinois","ACSSF","il","140","00","0006960",,,,,"17","031",,,"814900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031814900","Census Tract 8149",,,,51529,189,0,189,3979,778,3201,2283,1034,269,78,26,5985,3155,1490,1177,0,488,0,0,0,2830,762,120,26,0,0,1922,0
"17031815000","Census Tract 8150, Cook County, Illinois","ACSSF","il","140","00","0006961",,,,,"17","031",,,"815000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031815000","Census Tract 8150",,,,70505,198,0,198,2724,520,2204,1289,528,165,65,59,4009,1368,796,496,11,32,0,0,33,2641,444,20,101,0,0,1854,222
"17031815100","Census Tract 8151, Cook County, Illinois","ACSSF","il","140","00","0006962",,,,,"17","031",,,"815100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031815100","Census Tract 8151",,,,72347,247,0,247,3256,548,2708,1651,589,219,27,19,4973,1584,702,728,0,143,0,0,11,3389,799,72,4,0,0,2144,370
"17031815200","Census Tract 8152, Cook County, Illinois","ACSSF","il","140","00","0006963",,,,,"17","031",,,"815200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031815200","Census Tract 8152",,,,58568,501,0,501,4620,1028,3592,1581,547,177,48,0,7554,1912,1656,224,0,32,0,0,0,5642,1420,34,0,0,0,3465,723
"17031815300","Census Tract 8153, Cook County, Illinois","ACSSF","il","140","00","0006964",,,,,"17","031",,,"815300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031815300","Census Tract 8153",,,,89071,237,19,218,2545,265,2280,1627,1056,303,50,24,3737,1706,1408,33,0,207,0,0,58,2031,570,80,195,0,0,801,385
"17031815400","Census Tract 8154, Cook County, Illinois","ACSSF","il","140","00","0006965",,,,,"17","031",,,"815400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031815400","Census Tract 8154",,,,57868,256,0,256,3522,387,3135,2470,1357,617,251,54,5319,2904,2361,297,0,125,0,0,121,2415,1240,0,10,0,0,563,602
"17031815500","Census Tract 8155, Cook County, Illinois","ACSSF","il","140","00","0006966",,,,,"17","031",,,"815500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031815500","Census Tract 8155",,,,76929,311,0,311,4717,622,4095,2517,919,286,95,64,8292,1751,1459,178,0,93,0,0,21,6541,1187,0,0,0,0,3452,1902
"17031815600","Census Tract 8156, Cook County, Illinois","ACSSF","il","140","00","0006967",,,,,"17","031",,,"815600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031815600","Census Tract 8156",,,,58709,262,0,262,3747,257,3490,2383,1271,419,44,23,5546,4386,4206,78,0,40,0,17,45,1160,510,0,0,0,0,361,289
"17031815701","Census Tract 8157.01, Cook County, Illinois","ACSSF","il","140","00","0006968",,,,,"17","031",,,"815701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031815701","Census Tract 8157.01",,,,136994,229,11,218,2754,83,2671,2339,1795,965,411,157,3900,2933,2811,21,0,36,0,0,65,967,359,0,33,11,0,203,361
"17031815702","Census Tract 8157.02, Cook County, Illinois","ACSSF","il","140","00","0006969",,,,,"17","031",,,"815702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031815702","Census Tract 8157.02",,,,125115,310,0,310,3547,17,3530,3041,2256,1263,444,144,5287,4020,3687,47,0,157,0,0,129,1267,460,0,95,27,0,101,584
"17031815800","Census Tract 8158, Cook County, Illinois","ACSSF","il","140","00","0006970",,,,,"17","031",,,"815800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031815800","Census Tract 8158",,,,98920,57,0,57,1332,68,1264,1001,636,357,86,4,1776,1545,1414,38,0,14,0,38,41,231,185,0,0,0,0,8,38
"17031815900","Census Tract 8159, Cook County, Illinois","ACSSF","il","140","00","0006971",,,,,"17","031",,,"815900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031815900","Census Tract 8159",,,,73318,110,0,110,4171,185,3986,3355,2114,964,238,87,5126,4681,2631,1574,0,319,0,0,157,445,90,0,63,0,0,158,134
"17031816000","Census Tract 8160, Cook County, Illinois","ACSSF","il","140","00","0006972",,,,,"17","031",,,"816000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031816000","Census Tract 8160",,,,91000,4,0,4,2568,40,2528,2195,1698,720,362,112,3500,3312,2209,665,0,175,0,127,136,188,143,0,0,0,0,26,19
"17031816100","Census Tract 8161, Cook County, Illinois","ACSSF","il","140","00","0006973",,,,,"17","031",,,"816100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031816100","Census Tract 8161",,,,54602,268,0,268,4487,301,4186,3033,1614,656,161,66,5671,5200,2911,1754,10,236,0,16,273,471,81,0,0,0,0,256,134
"17031816200","Census Tract 8162, Cook County, Illinois","ACSSF","il","140","00","0006974",,,,,"17","031",,,"816200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031816200","Census Tract 8162",,,,74281,223,28,195,3111,371,2740,2003,1049,438,164,46,4457,2433,1904,399,0,59,0,0,71,2024,980,0,20,14,0,676,334
"17031816300","Census Tract 8163, Cook County, Illinois","ACSSF","il","140","00","0006975",,,,,"17","031",,,"816300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031816300","Census Tract 8163",,,,63973,345,0,345,3218,644,2574,1144,299,99,21,0,4941,1091,932,133,6,20,0,0,0,3850,1093,31,0,0,0,1665,1061
"17031816401","Census Tract 8164.01, Cook County, Illinois","ACSSF","il","140","00","0006976",,,,,"17","031",,,"816401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031816401","Census Tract 8164.01",,,,63326,276,45,231,2482,868,1614,697,137,11,0,0,4124,322,262,55,0,0,0,0,5,3802,1213,0,76,0,0,2060,453
"17031816402","Census Tract 8164.02, Cook County, Illinois","ACSSF","il","140","00","0006977",,,,,"17","031",,,"816402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031816402","Census Tract 8164.02",,,,57279,324,49,275,2939,1103,1836,921,223,80,64,12,4861,433,415,18,0,0,0,0,0,4428,1285,0,36,0,0,1620,1487
"17031816500","Census Tract 8165, Cook County, Illinois","ACSSF","il","140","00","0006978",,,,,"17","031",,,"816500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031816500","Census Tract 8165",,,,45705,272,0,272,2704,893,1811,1104,188,59,14,0,4109,780,572,203,0,5,0,0,0,3329,1058,0,27,0,0,1789,455
"17031816600","Census Tract 8166, Cook County, Illinois","ACSSF","il","140","00","0006979",,,,,"17","031",,,"816600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031816600","Census Tract 8166",,,,68154,274,20,254,2638,1102,1536,715,97,27,15,0,4407,458,234,112,0,60,0,0,52,3949,1383,0,0,0,0,1919,647
"17031816700","Census Tract 8167, Cook County, Illinois","ACSSF","il","140","00","0006980",,,,,"17","031",,,"816700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031816700","Census Tract 8167",,,,60531,180,18,162,1983,627,1356,721,196,35,5,0,2929,874,526,88,0,188,0,27,45,2055,653,5,0,10,0,1119,268
"17031816800","Census Tract 8168, Cook County, Illinois","ACSSF","il","140","00","0006981",,,,,"17","031",,,"816800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031816800","Census Tract 8168",,,,73137,145,0,145,3790,600,3190,1800,809,383,46,0,5492,3217,1486,1425,122,129,0,0,55,2275,700,0,0,0,0,987,588
"17031816900","Census Tract 8169, Cook County, Illinois","ACSSF","il","140","00","0006982",,,,,"17","031",,,"816900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031816900","Census Tract 8169",,,,83077,357,30,327,4385,882,3503,2147,739,181,29,0,6552,4324,158,3943,0,130,0,0,93,2228,874,25,0,0,0,1275,54
"17031817000","Census Tract 8170, Cook County, Illinois","ACSSF","il","140","00","0006983",,,,,"17","031",,,"817000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031817000","Census Tract 8170",,,,59236,263,39,224,3138,568,2570,1441,516,126,8,0,4855,3358,209,3094,17,36,0,0,2,1497,223,0,0,0,0,693,581
"17031817101","Census Tract 8171.01, Cook County, Illinois","ACSSF","il","140","00","0006984",,,,,"17","031",,,"817101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031817101","Census Tract 8171.01",,,,53902,94,0,94,3162,300,2862,1898,393,150,48,48,4415,3985,181,3741,0,3,0,9,51,430,0,87,0,0,0,343,0
"17031817102","Census Tract 8171.02, Cook County, Illinois","ACSSF","il","140","00","0006985",,,,,"17","031",,,"817102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031817102","Census Tract 8171.02",,,,65186,286,0,286,2010,296,1714,1100,356,54,10,10,2956,2820,108,2456,0,0,0,89,167,136,78,24,0,0,0,24,10
"17031817200","Census Tract 8172, Cook County, Illinois","ACSSF","il","140","00","0006986",,,,,"17","031",,,"817200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031817200","Census Tract 8172",,,,42880,286,0,286,2757,701,2056,1066,419,178,43,19,4173,3342,75,3222,0,7,0,13,25,831,299,22,0,0,0,388,122
"17031817300","Census Tract 8173, Cook County, Illinois","ACSSF","il","140","00","0006987",,,,,"17","031",,,"817300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031817300","Census Tract 8173",,,,53950,196,28,168,1575,227,1348,554,256,91,8,0,2694,1543,73,1354,0,25,0,17,74,1151,359,25,23,0,0,440,304
"17031817400","Census Tract 8174, Cook County, Illinois","ACSSF","il","140","00","0006988",,,,,"17","031",,,"817400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031817400","Census Tract 8174",,,,83404,371,45,326,2558,952,1606,1057,463,198,88,42,4238,1385,437,732,0,116,0,39,61,2853,836,0,0,0,0,1648,369
"17031817500","Census Tract 8175, Cook County, Illinois","ACSSF","il","140","00","0006989",,,,,"17","031",,,"817500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031817500","Census Tract 8175",,,,58480,104,0,104,2524,569,1955,1014,332,100,11,0,3424,2479,436,2003,0,29,0,0,11,945,330,221,0,0,0,339,55
"17031817600","Census Tract 8176, Cook County, Illinois","ACSSF","il","140","00","0006990",,,,,"17","031",,,"817600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031817600","Census Tract 8176",,,,41495,177,0,177,2508,472,2036,1063,281,119,0,0,3528,2791,154,2596,32,9,0,0,0,737,238,36,0,0,0,453,10
"17031817700","Census Tract 8177, Cook County, Illinois","ACSSF","il","140","00","0006991",,,,,"17","031",,,"817700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031817700","Census Tract 8177",,,,75072,346,0,346,3827,521,3306,2034,638,210,0,0,5490,4513,59,4349,0,29,0,0,76,977,234,12,0,0,0,731,0
"17031817900","Census Tract 8179, Cook County, Illinois","ACSSF","il","140","00","0006992",,,,,"17","031",,,"817900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031817900","Census Tract 8179",,,,57320,396,0,396,4365,460,3905,1965,632,158,46,7,6019,5457,617,4605,0,25,3,25,182,562,156,0,0,0,0,406,0
"17031818000","Census Tract 8180, Cook County, Illinois","ACSSF","il","140","00","0006993",,,,,"17","031",,,"818000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031818000","Census Tract 8180",,,,47348,175,0,175,2980,151,2829,1621,715,233,8,0,4120,3464,1432,1756,0,204,0,0,72,656,297,0,0,0,0,110,249
"17031818100","Census Tract 8181, Cook County, Illinois","ACSSF","il","140","00","0006994",,,,,"17","031",,,"818100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031818100","Census Tract 8181",,,,110208,138,8,130,1809,147,1662,1187,764,239,49,27,2267,1644,1338,176,0,92,0,0,38,623,216,0,0,0,0,246,161
"17031818200","Census Tract 8182, Cook County, Illinois","ACSSF","il","140","00","0006995",,,,,"17","031",,,"818200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031818200","Census Tract 8182",,,,103906,121,0,121,3516,144,3372,2490,1135,475,8,0,4937,3915,1716,2046,0,103,0,0,50,1022,489,30,0,0,0,263,240
"17031818300","Census Tract 8183, Cook County, Illinois","ACSSF","il","140","00","0006996",,,,,"17","031",,,"818300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031818300","Census Tract 8183",,,,69606,203,0,203,4427,869,3558,2263,1054,226,83,51,6217,3949,866,2858,0,199,0,26,0,2268,657,95,56,0,0,1324,136
"17031818401","Census Tract 8184.01, Cook County, Illinois","ACSSF","il","140","00","0006997",,,,,"17","031",,,"818401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031818401","Census Tract 8184.01",,,,61667,133,0,133,2653,262,2391,1587,655,196,52,0,3467,2643,1388,1033,0,210,0,0,12,824,362,0,0,0,0,373,89
"17031818402","Census Tract 8184.02, Cook County, Illinois","ACSSF","il","140","00","0006998",,,,,"17","031",,,"818402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031818402","Census Tract 8184.02",,,,77667,72,0,72,2590,178,2412,1946,1327,396,28,19,3202,2557,1801,645,0,93,0,0,18,645,477,0,0,0,0,70,98
"17031818500","Census Tract 8185, Cook County, Illinois","ACSSF","il","140","00","0006999",,,,,"17","031",,,"818500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031818500","Census Tract 8185",,,,93161,370,17,353,4493,206,4287,3372,2344,781,190,67,5453,4588,3909,535,0,137,0,0,7,865,422,15,0,0,0,214,214
"17031818600","Census Tract 8186, Cook County, Illinois","ACSSF","il","140","00","0007000",,,,,"17","031",,,"818600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031818600","Census Tract 8186",,,,95404,158,0,158,3243,139,3104,2753,1967,1078,113,1,5101,4325,3746,380,0,130,0,0,69,776,366,0,9,0,0,223,178
"17031818700","Census Tract 8187, Cook County, Illinois","ACSSF","il","140","00","0007001",,,,,"17","031",,,"818700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031818700","Census Tract 8187",,,,106063,115,0,115,2827,113,2714,2017,1347,645,114,35,3914,3277,2788,101,0,48,0,0,340,637,506,0,0,0,0,60,71
"17031818800","Census Tract 8188, Cook County, Illinois","ACSSF","il","140","00","0007002",,,,,"17","031",,,"818800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031818800","Census Tract 8188",,,,101771,366,5,361,3647,90,3557,2761,1837,701,144,61,5410,4747,4443,138,0,53,0,0,113,663,290,0,0,0,0,233,140
"17031818900","Census Tract 8189, Cook County, Illinois","ACSSF","il","140","00","0007003",,,,,"17","031",,,"818900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031818900","Census Tract 8189",,,,88203,264,0,264,3195,199,2996,2387,1670,624,127,66,4371,3707,3108,278,0,179,0,59,83,664,450,0,5,0,0,119,90
"17031819000","Census Tract 8190, Cook County, Illinois","ACSSF","il","140","00","0007004",,,,,"17","031",,,"819000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031819000","Census Tract 8190",,,,157188,303,0,303,2932,39,2893,2627,2061,809,185,60,4649,4260,4141,25,0,20,0,0,74,389,329,0,0,0,0,10,50
"17031819100","Census Tract 8191, Cook County, Illinois","ACSSF","il","140","00","0007005",,,,,"17","031",,,"819100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031819100","Census Tract 8191",,,,45205,124,12,112,2837,429,2408,1694,635,308,21,15,3967,1989,1820,124,0,0,0,0,45,1978,1156,0,0,0,0,395,427
"17031819200","Census Tract 8192, Cook County, Illinois","ACSSF","il","140","00","0007006",,,,,"17","031",,,"819200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031819200","Census Tract 8192",,,,87722,256,0,256,4577,627,3950,2508,770,283,17,16,6857,2848,2232,152,0,367,0,0,97,4009,1987,28,0,0,0,1595,399
"17031819300","Census Tract 8193, Cook County, Illinois","ACSSF","il","140","00","0007007",,,,,"17","031",,,"819300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031819300","Census Tract 8193",,,,81993,169,15,154,1866,132,1734,1337,770,142,34,0,2603,1985,1892,67,0,26,0,0,0,618,393,0,10,0,0,170,45
"17031819400","Census Tract 8194, Cook County, Illinois","ACSSF","il","140","00","0007008",,,,,"17","031",,,"819400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031819400","Census Tract 8194",,,,73333,280,16,264,3917,554,3363,2706,1391,400,99,81,5814,3970,3416,384,0,102,0,0,68,1844,779,0,33,0,0,647,385
"17031819500","Census Tract 8195, Cook County, Illinois","ACSSF","il","140","00","0007009",,,,,"17","031",,,"819500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031819500","Census Tract 8195",,,,77475,207,0,207,2318,107,2211,1662,1079,571,215,86,3648,2874,2235,569,0,6,0,0,64,774,365,0,0,0,0,356,53
"17031819600","Census Tract 8196, Cook County, Illinois","ACSSF","il","140","00","0007010",,,,,"17","031",,,"819600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031819600","Census Tract 8196",,,,183068,301,6,295,2570,7,2563,2387,1885,962,210,52,3983,3811,3648,33,0,22,0,0,108,172,42,0,0,0,0,0,130
"17031819700","Census Tract 8197, Cook County, Illinois","ACSSF","il","140","00","0007011",,,,,"17","031",,,"819700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031819700","Census Tract 8197",,,,143542,404,0,404,3426,19,3407,3158,2738,1484,351,107,5629,5401,5025,60,0,53,0,0,263,228,74,0,7,0,0,5,142
"17031819801","Census Tract 8198.01, Cook County, Illinois","ACSSF","il","140","00","0007012",,,,,"17","031",,,"819801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031819801","Census Tract 8198.01",,,,189861,343,0,343,3211,26,3185,3089,2878,1279,408,115,5313,5065,4826,84,0,46,0,16,93,248,195,0,0,0,0,8,45
"17031819802","Census Tract 8198.02, Cook County, Illinois","ACSSF","il","140","00","0007013",,,,,"17","031",,,"819802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031819802","Census Tract 8198.02",,,,171250,97,4,93,1709,13,1696,1558,1295,614,161,46,2488,2339,2265,7,39,28,0,0,0,149,54,0,0,0,0,2,93
"17031819900","Census Tract 8199, Cook County, Illinois","ACSSF","il","140","00","0007014",,,,,"17","031",,,"819900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031819900","Census Tract 8199",,,,207692,150,0,150,1969,6,1963,1813,1569,732,328,107,3232,3070,2982,3,0,60,0,0,25,162,114,0,0,0,0,48,0
"17031820000","Census Tract 8200, Cook County, Illinois","ACSSF","il","140","00","0007015",,,,,"17","031",,,"820000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820000","Census Tract 8200",,,,223250,147,0,147,1300,47,1253,1189,954,540,258,17,2107,2059,1567,16,0,374,0,0,102,48,35,0,0,0,0,0,13
